age,sleep_hours,sleep_quality_score,daily_screen_time_hours,phone_usage_before_sleep_minutes,poor_quality_and_short_sleep,high_phone_usage_low_sleep,sleep_quality_category_good,sleep_quality_category_moderate,sleep_quality_category_poor,phone_usage_before_sleep_category_high,phone_usage_before_sleep_category_low,phone_usage_before_sleep_category_medium,occupation_Designer,occupation_Doctor,occupation_Freelancer,occupation_Manager,occupation_Researcher,occupation_Software Engineer,occupation_Student,occupation_Teacher,gender_Female,gender_Male,gender_Other,stress_category,stress_category_encoded
1.4583744717168416,-0.8258638625677157,0.859972522213066,-0.8621268723780178,0.7589645683801627,-0.3354281625235111,2.006691219763153,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,low,1
0.6255664908527017,0.5853593087667898,2.0154432646761884,-1.4044350166675403,-0.7998952227477027,-0.3354281625235111,-0.4983327729505033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,low,1
-0.5403646823570945,-1.383469115631593,0.07798727226327586,-0.94674232751539,1.3651878204854437,-0.3354281625235111,2.006691219763153,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,medium,2
-1.1233302689619924,0.11724625681192918,-0.41804814748099384,1.3455672752970604,-0.6844241271086017,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,high,0
-0.04067989383861043,0.7299236336352025,0.2588943076994216,-0.7621267890338503,-0.10706864891309592,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,medium,2
1.4583744717168416,0.8813719739735395,-0.05039836578818208,0.6763359483014793,-1.4349862487627592,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,high,0
-0.20724149001143843,0.2067384579209465,0.32892283754567103,-0.3621264556571813,0.6723612466508369,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,medium,2
0.12588170233421758,-0.0066660216467100955,1.4610507367267107,-0.8236653018610304,0.8455678901094885,-0.3354281625235111,-0.4983327729505033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,1
-0.8734878747027505,0.7299236336352025,1.0525509792902537,-1.231357949341097,1.4229233683049942,-0.3354281625235111,-0.4983327729505033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,low,1
-0.8734878747027505,-1.2251367598233314,-0.42388385830151504,1.6340290541744662,-0.39574638801084877,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,high,0
0.2091625004206316,0.6128953706464875,-0.27215537696797326,0.07248929118477687,0.15274131627488166,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high,0
1.2085320774575996,1.4389772270374168,-0.26631966614745256,-1.335204189736963,0.8167001161997133,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,medium,2
1.5416552698032557,0.6197793861164118,2.1905145892918134,-1.0428962538078586,-1.6370606661311862,-0.3354281625235111,-0.4983327729505033,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,1
0.2091625004206316,-1.569337533319552,-0.9257549888663054,-0.31981872808849504,0.6434934727410615,2.9812642816773236,2.006691219763153,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,high,0
-1.5397342593940626,0.01398602476306332,-0.5172552314298478,0.15325858927045044,0.47028682928240984,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high,0
0.04260090424780358,0.7712277264547487,0.5215012946228582,-1.1005886095833397,0.6434934727410615,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,medium,2
-1.6230150574804765,-1.5762215487894768,1.1692651957006697,-0.7698191031372479,0.47028682928240984,-0.3354281625235111,2.006691219763153,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,medium,2
0.2091625004206316,0.895140004913388,-0.009548390044536162,0.9801823553856802,-0.16480419673264649,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,medium,2
0.7088472889391156,-0.7570237078684713,0.33475854836619223,-0.2852033146232064,-1.4061184748529838,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high,0
1.3750936736304276,0.2962306590299644,1.379350785239419,-1.7275122090102348,0.15274131627488166,-0.3354281625235111,-0.4983327729505033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,low,1
-1.6230150574804765,1.5973095828456787,0.9825224494440031,-1.542896670528695,-0.6844241271086017,-0.3354281625235111,-0.4983327729505033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,1
-0.04067989383861043,1.6936857994246208,-0.81487648327641,-0.21212633064093014,1.5383944639440954,-0.3354281625235111,-0.4983327729505033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,high,0
0.9586896831983577,0.45456301483822564,1.9395790240094184,-1.5236658852702014,-1.0885729618454556,-0.3354281625235111,-0.4983327729505033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,low,1
-0.7902070766163365,-0.03420208352640778,0.07798727226327586,-1.127511708945231,-0.16480419673264649,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,medium,2
0.04260090424780358,-1.1149925123045412,-0.056234076608702784,0.7878745028007428,-1.2040440574845568,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,high,0
0.2924432985070456,-1.0117322802556747,-0.37719817173734843,-0.06981851972807664,0.18160909018465696,-0.3354281625235111,2.006691219763153,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,medium,2
0.4590048946798736,-0.24760656309406437,-1.4801475168157836,-0.06212620562467932,0.7878323422899379,-0.3354281625235111,-0.4983327729505033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high,0
1.7082168659760837,0.6886195408156557,-0.009548390044536162,0.3378741277519899,-1.0885729618454556,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,high,0
0.5422856927662876,0.9226760667930857,0.3639371024687963,0.9994131406441735,-1.6370606661311862,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high,0
-0.4570838842706805,-0.9635441719662036,1.472722158367752,-1.1813579076690133,-1.2329118313943321,-0.3354281625235111,-0.4983327729505033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,low,1
-0.5403646823570945,0.11724625681192918,0.6382155110332748,-1.1313578659969297,-1.4061184748529838,-0.3354281625235111,-0.4983327729505033,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,medium,2
